aX,aY,aZ,gX,gY,gZ,Angle1,Angle2,Angle3,Angle4,Angle5
386,505,-1.173,-8.545,-21.057,5.493,3.0,10.0,7.0,19.0,0.0
321,503,-1.153,21.790,-36.621,-5.554,3.0,9.0,7.0,19.0,0.0
355,473,-935,30.518,-38.879,-8.423,3.0,8.0,6.0,17.0,0.0
351,476,-717,35.889,-45.227,-9.033,4.0,8.0,7.0,18.0,0.0
368,447,-529,32.532,-34.485,-8.118,4.0,9.0,6.0,18.0,0.0
401,436,-455,14.832,-10.010,-4.211,4.0,10.0,7.0,18.0,0.0
448,418,-421,2.808,3.479,-1.099,4.0,10.0,5.0,18.0,0.0
529,389,-510,-18.127,30.823,5.981,4.0,11.0,7.0,17.0,0.0
606,356,-679,-27.771,39.063,8.545,4.0,12.0,6.0,17.0,0.0
621,339,-755,-28.992,25.269,6.104,4.0,10.0,7.0,18.0,0.0
604,333,-857,-26.184,4.333,5.005,4.0,9.0,7.0,19.0,0.0
544,375,-914,-22.156,-4.456,7.385,3.0,8.0,5.0,18.0,0.0
495,417,-944,-8.179,-9.705,15.076,4.0,7.0,6.0,17.0,0.0
512,412,-922,3.906,-671,21.790,3.0,7.0,7.0,17.0,0.0
555,387,-867,4.028,1.099,25.269,3.0,7.0,6.0,17.0,0.0
541,397,-838,1.282,-916,25.940,3.0,8.0,6.0,17.0,0.0
529,433,-828,-2.197,-2.686,28.931,3.0,8.0,6.0,18.0,0.0
529,436,-831,5.859,793,34.119,2.0,7.0,6.0,17.0,0.0
543,397,-816,12.512,3.723,36.804,2.0,5.0,6.0,16.0,0.0
581,347,-799,21.057,5.615,42.297,1.0,5.0,6.0,14.0,0.0
630,321,-764,18.005,427,48.889,1.0,4.0,5.0,11.0,0.0
663,314,-693,-7.019,-26.001,61.462,0.0,3.0,4.0,10.0,0.0
485,434,-742,-17.822,-32.715,68.115,0.0,3.0,4.0,9.0,0.0
311,487,-731,-20.386,-31.494,74.158,0.0,2.0,3.0,8.0,0.0
283,498,-734,-10.803,-21.790,69.031,0.0,1.0,4.0,7.0,0.0
288,510,-730,-5.066,-16.357,59.998,0.0,1.0,2.0,6.0,0.0
278,515,-716,-5.859,-14.893,55.054,0.0,1.0,3.0,6.0,0.0
240,540,-736,-12.329,-13.672,47.241,0.0,1.0,2.0,5.0,0.0
229,551,-751,-15.259,-9.460,45.105,0.0,1.0,3.0,5.0,0.0
236,535,-770,-17.273,-6.775,43.335,0.0,1.0,2.0,4.0,0.0
260,536,-796,-18.982,-8.179,41.077,0.0,1.0,2.0,5.0,0.0
301,530,-820,-20.691,-13.367,35.156,0.0,1.0,1.0,2.0,0.0
336,555,-826,-19.104,-18.982,31.555,0.0,0.0,2.0,2.0,0.0
342,560,-822,-14.465,-21.667,31.494,0.0,0.0,2.0,2.0,0.0
314,562,-820,-13.062,-21.240,30.945,0.0,0.0,1.0,2.0,0.0
278,543,-821,-9.216,-16.968,30.518,0.0,0.0,1.0,1.0,0.0
301,545,-810,-7.935,-10.315,30.457,0.0,0.0,1.0,1.0,0.0
325,550,-796,-3.662,-5.127,27.466,0.0,0.0,1.0,1.0,0.0
357,550,-769,-2.380,-6.836,25.513,0.0,0.0,2.0,0.0,0.0
341,558,-791,-7.812,-16.663,24.109,0.0,0.0,1.0,1.0,0.0
336,554,-786,-9.094,-17.883,24.719,0.0,0.0,1.0,1.0,0.0
336,551,-774,-5.432,-16.418,26.489,0.0,0.0,0.0,1.0,0.0
308,557,-787,-12.024,-12.146,28.015,0.0,0.0,0.0,2.0,0.0
314,556,-794,-12.146,-8.118,27.161,0.0,0.0,1.0,0.0,0.0
331,557,-789,-8.423,-3.906,23.193,0.0,0.0,1.0,0.0,0.0
337,553,-786,-4.395,-3.479,20.508,0.0,0.0,1.0,0.0,0.0
342,556,-790,-2.747,-6.775,20.264,0.0,0.0,1.0,1.0,0.0
322,562,-813,-793,-7.812,20.996,0.0,0.0,1.0,0.0,0.0
327,551,-814,3.662,-5.676,22.949,0.0,0.0,1.0,1.0,0.0
338,547,-809,4.700,-3.357,24.597,0.0,0.0,1.0,0.0,0.0
368,553,-787,4.700,-4.456,23.010,0.0,0.0,1.0,0.0,0.0
370,548,-772,4.272,-5.554,21.484,0.0,0.0,1.0,0.0,0.0
363,555,-775,3.540,-9.399,20.264,0.0,0.0,1.0,0.0,0.0
333,552,-793,4.211,-13.245,23.193,0.0,0.0,1.0,0.0,0.0
325,548,-797,2.686,-10.376,24.780,0.0,0.0,1.0,0.0,0.0
341,548,-791,2.258,-9.338,24.048,0.0,0.0,1.0,0.0,0.0
360,556,-774,1.526,-10.681,22.217,0.0,0.0,1.0,0.0,0.0
360,562,-756,854,-12.512,21.545,0.0,0.0,0.0,0.0,0.0
349,563,-753,2.869,-13.855,20.752,0.0,0.0,1.0,0.0,0.0
320,556,-758,4.150,-13.855,20.264,0.0,0.0,0.0,0.0,0.0
321,546,-754,3.967,-12.329,20.569,0.0,0.0,1.0,0.0,0.0
331,546,-745,-1.648,-12.939,22.522,0.0,0.0,1.0,0.0,0.0
326,565,-745,-4.517,-13.000,22.400,0.0,0.0,0.0,0.0,0.0
311,583,-760,-1.953,-11.475,22.034,0.0,0.0,1.0,0.0,0.0
333,574,-731,5.432,-8.179,21.423,0.0,0.0,1.0,0.0,0.0
328,569,-711,5.310,-10.010,20.264,0.0,0.0,1.0,0.0,0.0
309,573,-712,-366,-13.550,21.301,0.0,0.0,1.0,0.0,0.0
279,584,-719,-2.686,-13.367,22.644,0.0,0.0,1.0,0.0,0.0
260,587,-727,-4.578,-10.925,24.048,0.0,0.0,0.0,0.0,0.0

462,606,-1.269,-31.921,-5.432,8.179,5.0,8.0,7.0,22.0,0.0
294,603,-1.134,15.808,-58.167,-977,6.0,8.0,8.0,20.0,0.0
267,582,-985,48.889,-69.031,-11.536,5.0,9.0,7.0,22.0,0.0
279,529,-647,54.138,-46.509,-14.465,6.0,9.0,6.0,23.0,0.0
386,484,-368,49.011,-28.320,-14.160,6.0,9.0,7.0,21.0,0.0
539,468,-266,26.611,4.211,-10.681,5.0,8.0,7.0,19.0,0.0
584,466,-282,-1.831,24.963,-732,6.0,9.0,7.0,20.0,0.0
607,447,-384,-25.452,36.804,12.085,5.0,8.0,7.0,20.0,0.0
563,427,-578,-34.424,39.063,15.625,5.0,8.0,7.0,21.0,0.0
533,454,-777,-44.739,33.813,14.954,5.0,9.0,7.0,20.0,0.0
495,472,-851,-42.053,14.893,11.963,5.0,9.0,7.0,20.0,0.0
422,487,-924,-28.687,2.075,6.958,5.0,9.0,6.0,21.0,0.0
457,461,-880,-21.484,-1.587,4.517,5.0,8.0,7.0,20.0,0.0
546,452,-817,-12.329,-7.141,2.625,5.0,6.0,8.0,21.0,0.0
586,464,-790,-11.658,-9.399,10.010,4.0,7.0,7.0,21.0,0.0
575,495,-780,-13.184,-11.169,14.954,3.0,7.0,6.0,20.0,0.0
550,472,-760,-13.550,-7.874,21.973,4.0,6.0,7.0,19.0,0.0
588,425,-680,-17.334,-5.310,24.048,4.0,6.0,7.0,20.0,0.0
579,410,-658,-25.696,-14.038,28.992,3.0,5.0,8.0,19.0,0.0
560,370,-637,-30.457,-18.433,34.912,3.0,6.0,6.0,18.0,0.0
557,352,-636,-34.485,-21.240,36.743,3.0,5.0,6.0,18.0,0.0
540,402,-722,-41.931,-21.301,38.818,2.0,4.0,5.0,15.0,0.0
537,411,-731,-42.603,-17.700,43.823,2.0,4.0,5.0,15.0,0.0
449,415,-762,-47.485,-25.513,45.776,2.0,4.0,4.0,13.0,0.0
361,476,-815,-46.021,-24.780,42.847,1.0,3.0,4.0,11.0,0.0
329,480,-837,-35.034,-18.494,33.752,1.0,4.0,3.0,11.0,0.0
326,481,-842,-24.353,-15.869,24.780,0.0,3.0,4.0,10.0,0.0
346,492,-829,-18.982,-12.146,20.630,1.0,2.0,4.0,9.0,0.0
355,501,-811,-18.127,-11.597,20.935,0.0,2.0,3.0,8.0,0.0
333,479,-806,-18.738,-9.827,22.766,0.0,2.0,3.0,9.0,0.0
339,479,-789,-21.851,-11.169,19.897,0.0,2.0,3.0,8.0,0.0
