aX,aY,aZ,gX,gY,gZ,Angle1,Angle2,Angle3,Angle4,Angle5
0.440,0.510,-0.876,-44.373,56.702,4.944,0.0,0.0,0.0,0.0,0.0
0.490,0.475,-0.817,-41.199,39.795,5.859,0.0,0.0,0.0,0.0,0.0
0.451,0.443,-0.788,-46.814,15.503,7.690,0.0,0.0,0.0,0.0,0.0
0.391,0.452,-0.797,-48.767,9.827,7.507,0.0,0.0,0.0,0.0,0.0
0.383,0.441,-0.790,-51.025,8.240,8.972,0.0,0.0,1.0,0.0,0.0
0.358,0.424,-0.810,-53.345,14.404,10.315,0.0,0.0,1.0,0.0,0.0
0.335,0.406,-0.826,-52.063,29.053,4.822,0.0,0.0,1.0,0.0,0.0
0.368,0.375,-0.804,-50.598,35.095,2.014,0.0,0.0,1.0,0.0,0.0
0.382,0.326,-0.822,-54.199,35.645,4.578,0.0,0.0,0.0,0.0,0.0
0.375,0.313,-0.854,-63.416,31.494,15.198,0.0,0.0,0.0,0.0,0.0
0.387,0.331,-0.889,-62.744,26.367,14.343,0.0,0.0,1.0,0.0,0.0
0.391,0.340,-0.899,-58.044,23.560,10.925,0.0,0.0,1.0,0.0,0.0
0.342,0.289,-0.945,-48.706,16.907,7.324,0.0,0.0,0.0,1.0,0.0
0.326,0.274,-0.955,-45.776,12.451,8.301,0.0,0.0,1.0,0.0,0.0
0.322,0.274,-0.935,-44.128,5.737,10.803,0.0,0.0,0.0,0.0,0.0
0.298,0.240,-0.941,-44.128,1.038,10.864,0.0,0.0,1.0,0.0,0.0
0.227,0.229,-1.009,-47.302,-2.930,8.301,0.0,0.0,0.0,1.0,0.0
0.217,0.243,-1.039,-44.739,6.836,3.662,0.0,0.0,1.0,0.0,0.0
0.282,0.274,-1.032,-33.630,15.503,-0.122,0.0,0.0,0.0,1.0,0.0
0.357,0.259,-0.980,-28.687,13.672,-1.282,0.0,0.0,1.0,0.0,0.0
0.325,0.231,-0.966,-24.902,1.465,-1.404,0.0,0.0,0.0,0.0,0.0
0.268,0.220,-0.979,-28.015,-4.089,3.479,0.0,0.0,0.0,0.0,0.0
0.248,0.230,-0.991,-30.762,3.967,7.690,0.0,0.0,0.0,0.0,0.0
0.237,0.252,-1.003,-24.658,18.738,4.211,0.0,0.0,1.0,0.0,0.0
0.313,0.244,-0.955,-20.874,24.109,1.526,0.0,0.0,1.0,0.0,0.0
0.356,0.229,-0.926,-19.348,19.165,0.916,0.0,0.0,1.0,0.0,0.0
0.344,0.228,-0.932,-23.010,3.845,7.141,0.0,0.0,1.0,0.0,0.0
0.276,0.250,-0.968,-23.682,-1.099,8.789,0.0,0.0,0.0,2.0,0.0
0.235,0.252,-0.979,-20.203,3.662,7.996,0.0,0.0,1.0,0.0,0.0
0.283,0.219,-0.955,-16.663,17.395,5.249,0.0,0.0,1.0,1.0,0.0
0.314,0.213,-0.945,-18.921,18.005,4.456,0.0,0.0,1.0,0.0,0.0
0.324,0.222,-0.951,-19.897,12.817,5.493,0.0,0.0,1.0,0.0,0.0
0.287,0.217,-0.965,-18.127,2.625,7.812,0.0,0.0,1.0,1.0,0.0
