aX,aY,aZ,gX,gY,gZ,Angle1,Angle2,Angle3,Angle4,Angle5
0.824,-0.215,-0.344,19.287,-0.549,-3.174,0.0,0.0,1.0,22.0,23.0
0.807,-0.191,-0.381,14.404,-0.244,-6.287,0.0,0.0,1.0,23.0,23.0
0.806,-0.181,-0.397,14.771,6.836,-12.512,0.0,0.0,0.0,22.0,23.0
0.833,-0.166,-0.404,15.381,10.986,-15.381,0.0,0.0,1.0,24.0,25.0
0.875,-0.149,-0.402,13.306,13.916,-14.587,0.0,0.0,1.0,22.0,23.0
0.888,-0.139,-0.401,9.216,7.690,-9.644,0.0,0.0,1.0,22.0,24.0
0.885,-0.112,-0.401,6.836,-1.221,-7.629,0.0,0.0,1.0,22.0,25.0
0.887,-0.107,-0.401,6.348,-4.822,-7.507,0.0,0.0,0.0,23.0,24.0
0.883,-0.117,-0.415,3.296,-9.766,-6.592,0.0,0.0,0.0,22.0,22.0
0.887,-0.115,-0.413,-1.282,-7.629,-3.784,0.0,0.0,1.0,22.0,23.0
0.890,-0.115,-0.412,-3.784,-3.723,-2.075,0.0,0.0,1.0,22.0,23.0
0.872,-0.124,-0.414,-5.615,1.770,-2.380,0.0,0.0,1.0,23.0,24.0
0.875,-0.119,-0.413,-7.324,5.737,-2.747,0.0,0.0,1.0,23.0,24.0
0.904,-0.100,-0.418,-9.705,9.644,-2.563,0.0,0.0,0.0,22.0,23.0
0.921,-0.107,-0.417,-10.498,4.456,-0.244,0.0,0.0,1.0,21.0,23.0
0.954,-0.122,-0.396,-17.334,-8.667,6.775,0.0,0.0,1.0,23.0,23.0
0.947,-0.113,-0.389,-21.362,-17.212,10.742,0.0,0.0,1.0,22.0,24.0
0.859,-0.084,-0.433,-23.926,-27.710,12.512,0.0,0.0,1.0,22.0,22.0
0.804,-0.063,-0.472,-15.381,-15.869,4.211,0.0,0.0,1.0,22.0,22.0
0.810,-0.067,-0.480,-1.160,10.193,-8.179,0.0,0.0,1.0,22.0,23.0

1.466,-0.241,-0.753,-57.312,39.917,-136.414,0.0,0.0,1.0,22.0,21.0
1.779,-0.296,-0.998,-45.776,34.668,-80.872,0.0,0.0,1.0,23.0,24.0
1.786,-0.353,-1.070,-19.104,39.368,-12.146,0.0,0.0,0.0,23.0,24.0
1.659,-0.339,-1.048,5.615,44.373,38.757,0.0,0.0,1.0,22.0,22.0
1.412,-0.199,-0.742,18.005,35.278,60.120,0.0,0.0,1.0,21.0,22.0
0.951,-0.094,-0.368,34.119,-15.808,88.806,0.0,0.0,0.0,22.0,23.0
0.365,0.012,-0.178,25.330,-65.063,81.604,0.0,0.0,1.0,22.0,23.0
0.152,0.061,-0.137,5.981,-57.983,39.307,0.0,0.0,1.0,24.0,23.0
0.091,0.155,-0.083,-2.014,-36.987,9.827,0.0,0.0,1.0,23.0,22.0
0.464,0.175,-0.065,-9.827,0.427,-44.312,0.0,0.0,1.0,23.0,22.0
0.708,0.098,-0.116,-16.968,-2.319,-67.932,0.0,0.0,1.0,22.0,23.0
1.057,-0.063,-0.405,-33.020,-19.348,-56.091,0.0,0.0,0.0,22.0,23.0
1.201,-0.020,-0.648,-29.785,-13.062,-10.803,0.0,0.0,1.0,24.0,23.0
1.200,-0.031,-0.668,-22.095,-7.690,11.414,0.0,0.0,1.0,23.0,22.0
1.116,-0.025,-0.594,-11.230,-6.287,32.104,0.0,0.0,1.0,23.0,21.0
1.084,-0.031,-0.555,-1.953,-10.559,33.691,0.0,0.0,1.0,23.0,22.0
1.021,-0.070,-0.508,2.258,-11.597,33.508,0.0,0.0,1.0,25.0,21.0
0.931,-0.084,-0.478,7.019,-5.920,36.621,0.0,0.0,1.0,23.0,22.0
0.890,-0.102,-0.442,8.972,10.559,40.649,0.0,0.0,1.0,23.0,21.0
0.883,-0.103,-0.429,7.385,22.278,38.208,0.0,0.0,1.0,23.0,20.0
0.879,-0.094,-0.434,6.287,23.621,36.072,0.0,0.0,1.0,23.0,22.0
0.879,-0.083,-0.446,4.761,16.785,34.119,0.0,0.0,1.0,24.0,21.0
0.862,-0.072,-0.454,5.066,2.319,33.203,0.0,0.0,1.0,22.0,24.0
0.818,-0.053,-0.450,8.301,-5.981,30.029,0.0,0.0,1.0,23.0,21.0
0.789,-0.059,-0.437,8.850,-7.324,26.428,0.0,0.0,1.0,23.0,23.0
0.763,-0.048,-0.454,7.874,-3.113,15.747,0.0,0.0,0.0,23.0,22.0
0.771,-0.047,-0.457,8.789,9.827,5.981,0.0,0.0,1.0,22.0,21.0
0.808,-0.068,-0.458,7.446,18.616,-1.465,0.0,0.0,0.0,23.0,21.0
0.847,-0.084,-0.476,5.554,20.386,-2.991,0.0,0.0,1.0,22.0,21.0
0.882,-0.075,-0.500,0.488,19.531,-1.892,0.0,0.0,1.0,22.0,22.0
0.891,-0.050,-0.495,-0.183,13.611,1.953,0.0,0.0,2.0,23.0,21.0
0.873,-0.020,-0.478,3.113,5.554,5.432,0.0,0.0,1.0,22.0,22.0
0.841,-0.033,-0.467,4.211,2.930,5.615,0.0,0.0,1.0,22.0,20.0
0.830,-0.032,-0.454,1.892,-1.221,3.357,0.0,0.0,1.0,23.0,21.0
0.825,-0.026,-0.452,-2.380,-5.249,2.625,0.0,0.0,0.0,22.0,23.0
0.814,-0.014,-0.450,-3.967,-6.165,2.502,0.0,0.0,1.0,21.0,23.0
0.832,-0.014,-0.443,-5.249,-5.493,0.610,0.0,0.0,1.0,21.0,23.0
0.838,-0.027,-0.429,-4.639,-6.042,-2.991,0.0,0.0,1.0,23.0,21.0
0.833,-0.029,-0.414,-5.615,-6.409,-6.897,0.0,0.0,1.0,22.0,21.0
0.832,-0.047,-0.386,-7.019,-5.676,-8.728,0.0,0.0,1.0,23.0,23.0
0.876,-0.086,-0.390,-12.390,-5.005,-12.817,0.0,0.0,1.0,23.0,24.0
0.902,-0.104,-0.406,-17.029,-9.338,-14.282,0.0,0.0,1.0,22.0,22.0
0.887,-0.111,-0.415,-19.531,-13.550,-8.484,0.0,0.0,1.0,22.0,22.0
0.839,-0.157,-0.446,-21.606,-7.751,-3.967,0.0,0.0,1.0,23.0,22.0
0.799,-0.223,-0.512,-21.606,-0.732,-7.080,0.0,0.0,1.0,22.0,23.0
0.878,-0.276,-0.543,-16.052,19.165,-19.104,0.0,0.0,1.0,22.0,22.0
0.942,-0.306,-0.543,-9.705,25.452,-24.841,0.0,0.0,1.0,23.0,23.0
1.029,-0.353,-0.558,-6.348,10.742,-15.625,0.0,0.0,1.0,23.0,22.0
1.023,-0.391,-0.588,-4.089,1.648,-7.202,0.0,0.0,1.0,22.0,23.0
0.956,-0.390,-0.586,3.418,-9.277,6.042,0.0,0.0,1.0,22.0,21.0
0.928,-0.372,-0.561,12.512,-9.888,10.925,0.0,0.0,1.0,22.0,23.0
0.899,-0.312,-0.480,16.235,-11.658,12.512,0.0,0.0,1.0,22.0,22.0
0.837,-0.251,-0.424,16.174,-13.794,12.939,0.0,0.0,1.0,22.0,23.0
0.776,-0.204,-0.409,13.855,-13.428,10.681,0.0,0.0,1.0,22.0,22.0
0.760,-0.175,-0.413,12.390,-5.493,3.540,0.0,0.0,1.0,24.0,21.0
0.777,-0.161,-0.419,13.306,4.517,-3.601,0.0,0.0,1.0,23.0,23.0
0.824,-0.163,-0.427,12.268,6.714,-6.165,0.0,0.0,1.0,23.0,22.0
0.837,-0.132,-0.450,8.667,5.859,-7.080,0.0,0.0,1.0,21.0,22.0
0.837,-0.116,-0.460,7.446,2.502,-4.211,0.0,0.0,1.0,23.0,21.0
0.816,-0.095,-0.477,10.193,-1.404,-3.723,0.0,0.0,1.0,23.0,22.0
0.779,-0.105,-0.486,11.475,-1.770,-5.188,0.0,0.0,1.0,22.0,23.0
0.786,-0.094,-0.476,11.597,2.258,-10.010,0.0,0.0,1.0,23.0,21.0
0.834,-0.089,-0.451,10.681,5.798,-13.489,0.0,0.0,1.0,23.0,20.0
0.850,-0.080,-0.444,8.789,4.028,-14.465,0.0,0.0,1.0,21.0,20.0
0.848,-0.067,-0.447,8.667,2.991,-14.893,0.0,0.0,1.0,23.0,22.0
0.860,-0.071,-0.446,9.521,3.906,-16.724,0.0,0.0,1.0,22.0,22.0
0.873,-0.072,-0.440,9.827,5.249,-18.921,0.0,0.0,1.0,22.0,21.0
0.893,-0.089,-0.426,7.751,4.456,-18.372,0.0,0.0,1.0,23.0,22.0
0.906,-0.122,-0.426,0.244,5.432,-14.465,0.0,0.0,1.0,23.0,22.0
0.924,-0.121,-0.445,-4.272,7.324,-11.475,0.0,0.0,0.0,24.0,21.0

1.594,-0.309,-0.968,-25.146,34.912,-93.872,0.0,0.0,1.0,25.0,20.0
1.766,-0.340,-0.968,-3.540,31.738,-36.133,0.0,0.0,1.0,23.0,21.0
1.742,-0.270,-0.908,9.583,2.136,23.987,0.0,0.0,1.0,23.0,22.0
1.479,-0.108,-0.710,27.344,-36.316,59.998,0.0,0.0,1.0,22.0,22.0
1.071,-0.000,-0.521,35.950,-52.246,65.002,0.0,0.0,1.0,22.0,22.0
0.756,0.066,-0.384,35.156,-47.119,59.875,0.0,0.0,0.0,22.0,21.0
0.646,0.105,-0.312,27.771,-24.109,40.466,0.0,0.0,1.0,24.0,22.0
0.643,0.125,-0.304,23.254,-4.456,22.461,0.0,0.0,1.0,23.0,20.0
0.688,0.113,-0.329,23.315,-0.183,15.564,0.0,0.0,1.0,22.0,22.0
0.723,0.051,-0.378,21.729,-3.174,13.062,0.0,0.0,1.0,22.0,22.0
0.735,0.033,-0.401,16.724,-11.780,7.812,0.0,0.0,1.0,23.0,22.0
0.728,0.024,-0.402,13.489,-20.020,6.653,0.0,0.0,1.0,23.0,20.0
0.667,-0.027,-0.436,7.874,-15.869,3.601,0.0,0.0,1.0,22.0,21.0
0.618,-0.035,-0.498,5.432,-5.066,-2.014,0.0,0.0,1.0,24.0,21.0
0.707,-0.075,-0.529,5.188,24.353,-17.090,0.0,0.0,1.0,22.0,21.0
0.781,-0.104,-0.533,0.671,40.100,-25.757,0.0,0.0,1.0,21.0,21.0
0.892,-0.118,-0.540,-6.653,35.645,-18.250,0.0,0.0,1.0,21.0,21.0
0.953,-0.135,-0.531,-9.094,28.870,-9.277,0.0,0.0,1.0,21.0,21.0
0.915,-0.135,-0.539,-15.137,9.766,9.216,0.0,0.0,1.0,22.0,19.0
0.870,-0.120,-0.550,-18.433,-1.526,19.714,0.0,0.0,1.0,23.0,20.0
0.803,-0.097,-0.547,-14.282,-0.610,18.188,0.0,0.0,0.0,23.0,20.0
0.798,-0.104,-0.521,-12.146,0.427,14.404,0.0,0.0,1.0,22.0,21.0
0.787,-0.105,-0.507,-12.512,0.244,10.193,0.0,0.0,1.0,23.0,21.0
0.785,-0.111,-0.506,-16.113,1.587,11.108,0.0,0.0,1.0,23.0,22.0
0.823,-0.121,-0.497,-18.005,2.014,10.681,0.0,0.0,0.0,23.0,21.0
0.854,-0.114,-0.508,-20.569,-1.160,8.545,0.0,0.0,0.0,23.0,21.0
0.851,-0.103,-0.509,-20.203,-3.052,10.254,0.0,0.0,1.0,22.0,21.0
0.859,-0.104,-0.493,-17.944,-2.319,10.315,0.0,0.0,0.0,24.0,20.0
0.869,-0.133,-0.471,-17.944,-5.615,6.348,0.0,0.0,1.0,21.0,22.0
0.858,-0.154,-0.479,-18.005,-7.080,4.333,0.0,0.0,1.0,23.0,20.0
0.853,-0.170,-0.493,-16.052,-7.568,-0.183,0.0,0.0,1.0,21.0,20.0
0.868,-0.182,-0.478,-11.780,-6.836,-3.540,0.0,0.0,1.0,23.0,21.0
0.876,-0.192,-0.464,-11.047,-8.606,-3.113,0.0,0.0,1.0,22.0,21.0
0.857,-0.219,-0.453,-12.024,-9.460,-2.136,0.0,0.0,1.0,22.0,20.0
0.835,-0.269,-0.481,-13.916,-5.188,-4.639,0.0,0.0,1.0,21.0,20.0
0.883,-0.345,-0.517,-13.062,7.446,-8.789,0.0,0.0,1.0,20.0,20.0
0.924,-0.376,-0.536,-11.658,15.015,-8.667,0.0,0.0,0.0,23.0,19.0
0.979,-0.396,-0.565,-6.165,13.000,-1.160,0.0,0.0,1.0,23.0,21.0
0.980,-0.406,-0.567,-1.831,9.521,4.150,0.0,0.0,1.0,23.0,21.0
0.919,-0.400,-0.550,5.798,0.916,12.268,0.0,0.0,1.0,21.0,21.0
0.883,-0.381,-0.534,9.216,-2.686,13.611,0.0,0.0,1.0,22.0,20.0
0.835,-0.325,-0.496,11.292,-2.563,9.521,0.0,0.0,1.0,24.0,20.0
0.798,-0.282,-0.492,12.878,-1.892,6.592,0.0,0.0,1.0,22.0,21.0
0.792,-0.248,-0.487,17.517,3.296,2.075,0.0,0.0,1.0,22.0,21.0
0.799,-0.237,-0.479,20.691,7.446,-0.427,0.0,0.0,1.0,21.0,19.0
0.798,-0.212,-0.467,20.569,6.958,-0.916,0.0,0.0,0.0,22.0,22.0
0.808,-0.194,-0.443,19.409,4.761,0.122,0.0,0.0,0.0,21.0,21.0
0.765,-0.196,-0.458,15.808,-1.587,1.770,0.0,0.0,1.0,22.0,23.0
0.731,-0.198,-0.482,11.963,0.427,-2.075,0.0,0.0,1.0,22.0,21.0
0.720,-0.179,-0.509,9.766,5.310,-5.005,0.0,0.0,1.0,22.0,21.0
0.767,-0.126,-0.520,5.615,11.597,-8.362,0.0,0.0,1.0,23.0,22.0
0.801,-0.106,-0.524,6.226,5.554,-7.996,0.0,0.0,0.0,23.0,20.0
0.798,-0.094,-0.523,8.057,-6.714,-6.958,0.0,0.0,0.0,23.0,21.0
0.776,-0.070,-0.511,8.972,-11.169,-6.775,0.0,0.0,1.0,22.0,23.0
0.774,-0.049,-0.489,8.362,-15.381,-8.240,0.0,0.0,0.0,24.0,20.0
0.785,-0.040,-0.487,4.028,-16.357,-11.047,0.0,0.0,1.0,22.0,19.0
