aX,aY,aZ,gX,gY,gZ,Angle1,Angle2,Angle3,Angle4,Angle5
846,-16,-352,-35.095,-15.625,1.587,5.0,18.0,16.0,31.0,10.0
909,-61,-305,-31.128,-3.540,2.075,7.0,18.0,15.0,33.0,12.0
918,-68,-294,-31.921,-3.784,671,6.0,18.0,16.0,30.0,13.0
900,-66,-319,-32.532,-5.005,-4.089,6.0,17.0,16.0,32.0,12.0
927,-70,-335,-32.043,-4.333,-7.141,5.0,18.0,15.0,33.0,12.0
938,-58,-355,-33.020,-3.967,-7.874,6.0,19.0,16.0,30.0,12.0
904,-16,-416,-31.982,1.953,-1.282,6.0,18.0,15.0,34.0,11.0
886,-14,-443,-20.996,15.320,2.075,6.0,18.0,16.0,31.0,13.0
928,-34,-438,-14.465,21.484,488,5.0,18.0,15.0,33.0,13.0
990,-62,-365,-7.141,22.156,-2.808,6.0,19.0,15.0,30.0,12.0
998,-71,-297,-10.742,6.653,-3.418,5.0,18.0,15.0,33.0,12.0
972,-82,-296,-22.827,-9.644,-793,7.0,19.0,15.0,33.0,12.0
862,-72,-376,-34.058,-4.089,-305,5.0,18.0,16.0,32.0,10.0
867,-23,-433,-33.447,6.470,-1.770,5.0,18.0,15.0,33.0,11.0
968,-28,-368,-23.437,22.583,977,6.0,17.0,16.0,30.0,13.0
994,-92,-249,-16.846,15.198,7.019,6.0,18.0,16.0,32.0,13.0
985,-128,-187,-21.973,-12.817,1.038,6.0,18.0,15.0,31.0,12.0
888,-176,-174,-47.974,-33.447,-4.944,6.0,19.0,16.0,32.0,11.0
719,-96,-354,-60.852,-27.893,-5.432,6.0,18.0,16.0,31.0,13.0
751,0,-454,-58.899,10.376,-1.831,6.0,18.0,16.0,31.0,14.0
873,-59,-427,-32.166,43.457,6.714,6.0,18.0,16.0,32.0,12.0
922,-119,-390,-17.761,45.654,8.911,6.0,17.0,15.0,33.0,11.0
986,-216,-337,-20.447,34.668,7.263,6.0,18.0,15.0,33.0,11.0
830,-205,-452,-39.673,3.906,4.578,6.0,18.0,16.0,34.0,11.0
719,-125,-621,-46.936,2.380,-3.784,5.0,20.0,15.0,32.0,13.0
746,-112,-670,-28.992,23.376,-8.362,7.0,18.0,15.0,32.0,12.0
848,-165,-687,-6.531,30.029,-8.423,6.0,17.0,16.0,32.0,10.0
948,-246,-643,-2.136,25.208,-6.348,6.0,18.0,16.0,30.0,13.0
937,-239,-629,-6.287,6.531,-122,7.0,18.0,15.0,32.0,12.0
913,-205,-624,-7.507,-7.141,-977,6.0,18.0,16.0,31.0,11.0
875,-154,-579,-366,-9.766,-3.479,6.0,18.0,15.0,31.0,11.0
849,-137,-518,6.714,-3.052,-610,6.0,18.0,16.0,31.0,12.0
853,-128,-461,9.766,1.770,1.892,6.0,18.0,16.0,30.0,12.0
889,-135,-408,13.062,9.216,4.395,6.0,18.0,16.0,31.0,12.0
917,-143,-379,11.658,7.141,4.272,6.0,18.0,15.0,33.0,11.0
934,-147,-356,9.338,1.648,3.357,6.0,19.0,15.0,32.0,12.0
889,-129,-396,4.578,-8.667,488,6.0,18.0,15.0,33.0,12.0
875,-134,-443,2.869,-6.836,1.221,6.0,18.0,15.0,34.0,10.0
870,-149,-481,3.052,366,5.249,5.0,19.0,15.0,32.0,12.0
849,-153,-504,7.202,7.996,7.202,6.0,17.0,15.0,32.0,12.0
844,-175,-542,10.681,12.756,7.507,6.0,18.0,16.0,32.0,12.0
875,-193,-568,16.174,17.578,8.789,6.0,18.0,15.0,30.0,13.0
884,-207,-575,19.653,13.611,7.935,6.0,18.0,16.0,34.0,10.0
892,-216,-571,20.813,4.150,4.700,6.0,18.0,15.0,31.0,11.0

1.617,-228,-501,-66.406,10.864,-86.853,6.0,17.0,17.0,31.0,10.0
1.819,-149,-708,-43.701,20.691,-47.913,5.0,18.0,15.0,30.0,9.0
1.808,-121,-742,5.798,42.297,4.028,5.0,18.0,15.0,32.0,12.0
1.646,-108,-644,41.504,57.251,47.302,6.0,17.0,16.0,33.0,11.0
1.297,-80,-453,48.157,53.589,60.364,5.0,18.0,15.0,31.0,12.0
886,-58,-246,46.143,24.841,60.669,5.0,18.0,15.0,33.0,12.0
536,-1,-132,25.635,-19.287,33.142,5.0,17.0,16.0,31.0,12.0
399,44,-137,793,-47.058,-5.310,5.0,18.0,16.0,32.0,11.0
354,83,-178,-6.165,-46.387,-23.621,6.0,17.0,17.0,31.0,11.0
669,-5,-171,-8.545,-27.893,-47.363,5.0,17.0,16.0,32.0,11.0
1.045,-153,-187,-9.277,-12.451,-45.349,5.0,19.0,15.0,31.0,12.0
1.197,-198,-211,-12.573,-2.869,-29.602,6.0,17.0,16.0,31.0,10.0
1.343,-193,-260,-9.949,7.446,-5.127,5.0,17.0,16.0,30.0,12.0
1.283,-134,-281,-3.540,20.630,20.203,6.0,17.0,15.0,31.0,12.0
1.174,-103,-254,-2.136,24.170,29.236,6.0,17.0,16.0,32.0,11.0
1.078,-123,-193,-7.812,15.747,33.508,6.0,16.0,15.0,34.0,11.0
1.032,-126,-168,-28.137,-10.559,24.109,5.0,18.0,16.0,31.0,11.0
926,-84,-165,-50.110,-33.020,15.869,5.0,17.0,16.0,31.0,11.0
823,-31,-210,-56.519,-35.034,15.137,5.0,17.0,16.0,31.0,11.0
806,-8,-233,-54.932,-19.714,17.883,5.0,17.0,15.0,32.0,11.0
826,-14,-222,-43.823,1.099,21.667,5.0,18.0,15.0,32.0,12.0
871,-52,-214,-44.739,12.756,25.757,6.0,17.0,15.0,32.0,10.0
927,-86,-228,-50.659,13.977,27.222,5.0,17.0,16.0,32.0,11.0
958,-74,-268,-63.477,5.859,24.597,6.0,18.0,16.0,30.0,11.0
966,-38,-329,-65.857,-8.301,16.174,5.0,17.0,16.0,30.0,11.0
963,-30,-347,-60.913,-13.367,14.832,5.0,17.0,16.0,32.0,11.0
936,-31,-351,-59.204,-10.254,17.029,5.0,17.0,15.0,33.0,11.0
948,-31,-343,-55.115,-122,18.921,6.0,18.0,15.0,31.0,11.0
970,-48,-327,-49.500,4.639,19.470,6.0,18.0,15.0,31.0,12.0
970,-51,-325,-45.227,2.502,17.334,5.0,17.0,16.0,30.0,10.0
948,-28,-325,-38.879,122,14.343,6.0,17.0,17.0,31.0,11.0
914,-26,-328,-35.095,1.892,14.526,5.0,18.0,16.0,32.0,10.0
937,-36,-313,-31.616,12.085,16.418,5.0,18.0,15.0,31.0,11.0
970,-32,-305,-30.762,18.188,16.663,5.0,18.0,15.0,30.0,13.0
1.007,-36,-307,-29.541,14.893,16.418,5.0,17.0,15.0,32.0,11.0
1.000,-20,-316,-29.175,12.939,16.907,5.0,17.0,16.0,32.0,12.0
972,10,-335,-25.024,10.071,17.456,6.0,18.0,15.0,33.0,11.0
971,13,-310,-20.691,8.606,17.517,5.0,17.0,16.0,32.0,12.0
954,19,-292,-20.508,6.409,17.273,6.0,18.0,15.0,29.0,12.0
923,31,-258,-20.203,5.615,14.893,6.0,18.0,15.0,31.0,11.0
916,16,-240,-21.790,6.958,10.742,6.0,17.0,16.0,30.0,12.0
940,11,-284,-27.527,12.268,10.803,5.0,17.0,16.0,32.0,11.0
960,20,-302,-29.419,16.663,12.024,5.0,17.0,15.0,33.0,11.0
1.015,27,-282,-28.076,15.625,11.658,5.0,18.0,15.0,32.0,12.0
1.035,-5,-243,-27.222,1.343,8.301,6.0,17.0,16.0,30.0,10.0
947,15,-274,-34.668,-17.944,4.211,6.0,18.0,15.0,31.0,12.0
913,31,-290,-36.987,-20.020,916,5.0,18.0,15.0,32.0,11.0
873,46,-269,-34.119,-9.216,1.770,6.0,18.0,15.0,32.0,12.0
877,31,-217,-31.494,-3.906,183,6.0,17.0,14.0,32.0,11.0
896,-10,-194,-30.029,-61,-2.625,5.0,18.0,15.0,32.0,12.0
891,-21,-201,-34.668,-4.700,-6.775,6.0,18.0,14.0,31.0,10.0
903,-21,-196,-40.222,-15.137,-14.282,6.0,17.0,16.0,32.0,10.0
902,-36,-160,-44.922,-23.010,-14.954,5.0,17.0,15.0,32.0,11.0
791,-55,-212,-57.373,-32.898,-13.611,6.0,17.0,16.0,30.0,11.0
683,-26,-328,-64.026,-17.273,-13.184,6.0,18.0,15.0,32.0,12.0
673,9,-389,-50.842,21.362,-11.108,6.0,17.0,16.0,31.0,11.0
786,-5,-407,-35.522,38.635,-10.254,5.0,17.0,16.0,32.0,11.0
873,-134,-352,-10.193,46.387,-13.184,5.0,17.0,16.0,32.0,11.0
847,-165,-449,-12.024,35.461,-18.616,5.0,17.0,14.0,31.0,12.0
846,-141,-505,-20.691,33.508,-11.292,5.0,16.0,16.0,32.0,12.0
847,-139,-561,-18.677,32.227,-6.226,6.0,19.0,15.0,31.0,11.0
883,-184,-573,-17.334,29.053,-6.409,6.0,18.0,16.0,31.0,12.0
904,-210,-634,-17.456,20.874,-6.592,6.0,18.0,16.0,30.0,11.0
950,-208,-673,-15.076,12.207,-8.118,6.0,17.0,16.0,34.0,11.0
954,-206,-683,-11.169,-305,-10.620,6.0,18.0,16.0,32.0,10.0
943,-176,-688,-4.150,-7.263,-12.939,6.0,18.0,14.0,31.0,12.0
955,-143,-642,2.136,-7.690,-12.268,6.0,17.0,15.0,31.0,13.0
970,-142,-531,18.188,-7.446,-10.376,6.0,18.0,15.0,30.0,12.0
963,-159,-421,28.442,-7.874,-7.568,6.0,18.0,16.0,31.0,10.0
962,-162,-375,28.687,-7.629,-4.211,6.0,18.0,15.0,32.0,10.0

1.749,-231,-575,-29.297,20.874,-40.100,6.0,18.0,16.0,32.0,10.0
1.720,-143,-661,-8.118,15.442,-6.287,6.0,17.0,16.0,32.0,10.0
1.375,-54,-583,26.672,10.132,23.010,5.0,17.0,15.0,32.0,9.0
1.157,-16,-503,50.110,11.047,41.565,6.0,18.0,15.0,31.0,10.0
762,7,-316,55.786,10.986,43.762,5.0,17.0,15.0,32.0,10.0
590,-57,-123,50.537,2.930,28.381,5.0,17.0,16.0,33.0,10.0
576,-86,-63,18.311,-24.353,-8.362,6.0,17.0,16.0,32.0,9.0
627,-71,-51,-19.043,-57.739,-49.805,5.0,18.0,15.0,31.0,11.0
793,-38,-112,-30.945,-69.824,-63.965,5.0,17.0,15.0,32.0,11.0
991,-50,-225,-42.480,-70.374,-64.758,6.0,18.0,15.0,31.0,11.0
1.068,-62,-287,-38.391,-32.959,-33.508,5.0,18.0,16.0,32.0,10.0
1.205,-84,-339,-17.273,16.968,2.869,5.0,17.0,16.0,29.0,11.0
1.304,-112,-297,-4.883,31.860,17.639,5.0,18.0,16.0,31.0,10.0
1.233,-115,-275,13.367,33.875,36.011,5.0,16.0,16.0,31.0,10.0
1.159,-103,-273,14.832,19.043,40.222,5.0,17.0,16.0,32.0,12.0
1.013,-54,-267,4.456,2.502,35.706,5.0,18.0,15.0,32.0,11.0
905,-27,-257,-1.404,-4.944,31.372,5.0,17.0,15.0,31.0,11.0
885,-28,-247,-10.559,-16.113,18.616,5.0,17.0,15.0,32.0,11.0
902,-29,-243,-16.357,-24.658,8.728,5.0,16.0,16.0,35.0,10.0
885,-14,-267,-18.066,-27.527,6.836,5.0,17.0,15.0,32.0,9.0
845,8,-300,-16.724,-22.888,5.859,6.0,17.0,16.0,33.0,9.0
839,9,-304,-9.583,-9.155,5.127,5.0,17.0,16.0,32.0,10.0
841,-13,-294,-1.831,2.686,1.099,5.0,18.0,15.0,31.0,10.0
891,-51,-268,122,6.348,-1.404,6.0,17.0,15.0,31.0,11.0
955,-85,-247,-2.136,3.845,-4.150,5.0,17.0,16.0,31.0,10.0
950,-93,-250,-13.184,-6.836,-3.174,6.0,19.0,15.0,31.0,13.0
908,-65,-275,-22.400,-11.414,-6.165,6.0,17.0,17.0,30.0,10.0
899,-35,-301,-23.560,-10.559,-7.080,5.0,17.0,16.0,31.0,11.0
906,-47,-301,-21.301,-3.967,-5.005,5.0,18.0,15.0,32.0,10.0
920,-65,-294,-19.165,4.028,-1.648,6.0,17.0,15.0,32.0,11.0
959,-86,-269,-22.034,6.714,2.502,5.0,17.0,16.0,30.0,11.0
942,-83,-266,-24.536,6.653,5.188,5.0,18.0,15.0,31.0,12.0
930,-81,-279,-28.381,9.521,7.874,6.0,17.0,15.0,32.0,10.0
947,-82,-288,-31.555,12.085,8.423,5.0,16.0,16.0,33.0,9.0
939,-62,-317,-30.334,9.399,6.531,5.0,17.0,16.0,31.0,10.0
937,-61,-308,-26.733,7.507,2.991,5.0,17.0,15.0,32.0,11.0
961,-91,-263,-23.193,366,-4.944,5.0,17.0,16.0,32.0,11.0
959,-98,-256,-32.593,-7.141,-4.822,5.0,18.0,16.0,32.0,10.0
906,-70,-292,-42.358,-3.967,-244,6.0,17.0,15.0,32.0,10.0
868,-31,-306,-42.419,1.465,427,6.0,16.0,15.0,32.0,11.0
880,-40,-295,-33.569,12.695,-4.089,6.0,17.0,15.0,31.0,11.0
917,-72,-273,-21.790,15.442,-11.108,6.0,17.0,16.0,32.0,10.0
1.002,-158,-227,-28.015,3.967,-10.925,5.0,17.0,16.0,32.0,10.0
975,-160,-219,-37.415,-4.578,-9.033,5.0,18.0,14.0,30.0,11.0
894,-119,-240,-51.819,-16.418,-9.277,5.0,17.0,15.0,31.0,10.0
853,-102,-266,-54.199,-14.893,-13.184,5.0,17.0,15.0,33.0,11.0
791,-58,-312,-41.931,3.967,-14.709,5.0,17.0,16.0,31.0,10.0
833,-100,-275,-32.288,14.099,-15.686,5.0,18.0,15.0,32.0,10.0
904,-164,-217,-23.010,22.400,-15.503,5.0,16.0,15.0,32.0,10.0
912,-190,-208,-30.396,15.564,-11.108,5.0,18.0,15.0,32.0,11.0
891,-215,-228,-43.701,4.822,-12.146,5.0,17.0,16.0,31.0,10.0
818,-193,-341,-48.157,1.648,-15.747,5.0,16.0,15.0,32.0,10.0
796,-117,-456,-42.358,9.277,-26.367,5.0,17.0,16.0,31.0,10.0
820,-107,-477,-16.602,23.987,-30.701,5.0,17.0,16.0,31.0,11.0
930,-169,-406,-5.005,27.588,-27.954,5.0,17.0,16.0,31.0,10.0
977,-276,-264,-427,17.639,-18.677,4.0,17.0,16.0,35.0,10.0
947,-319,-259,-23.010,-2.441,-16.113,5.0,18.0,14.0,33.0,9.0
836,-306,-411,-48.340,-1.099,-12.817,5.0,17.0,16.0,31.0,10.0
778,-198,-588,-50.171,10.620,-9.033,5.0,18.0,15.0,32.0,11.0
852,-182,-627,-26.428,37.476,-2.075,5.0,17.0,16.0,32.0,9.0
966,-275,-546,5.371,46.448,2.258,5.0,17.0,16.0,30.0,10.0
994,-323,-503,11.292,35.400,10.132,5.0,17.0,15.0,31.0,9.0
978,-349,-475,-244,19.104,12.695,5.0,18.0,15.0,33.0,11.0
958,-297,-501,-5.066,11.780,11.108,6.0,17.0,15.0,30.0,10.0
929,-233,-528,-7.080,-427,8.057,6.0,18.0,17.0,30.0,10.0
911,-212,-529,1.404,-4.517,5.920,5.0,17.0,16.0,33.0,10.0
922,-224,-483,7.446,-4.395,4.883,5.0,18.0,15.0,33.0,10.0
940,-251,-403,15.930,-7.263,2.991,5.0,17.0,15.0,31.0,11.0
915,-238,-359,17.395,-13.672,854,6.0,18.0,15.0,30.0,11.0
899,-227,-348,14.771,-13.794,1.709,5.0,18.0,16.0,33.0,11.0

1.557,-180,-394,-6.592,-6.836,-34.546,6.0,19.0,18.0,33.0,10.0
1.440,-155,-374,19.043,56.763,36.133,6.0,19.0,18.0,35.0,11.0
1.346,-153,-334,40.710,73.792,69.336,5.0,20.0,18.0,34.0,10.0
1.097,-181,-243,46.143,27.344,51.575,7.0,20.0,18.0,34.0,10.0
778,-147,-167,36.987,-7.019,29.846,6.0,19.0,19.0,32.0,10.0
574,-55,-122,854,-57.434,-14.282,6.0,20.0,18.0,34.0,10.0
565,-15,-124,-36.865,-65.369,-40.588,6.0,20.0,17.0,35.0,10.0
668,6,-181,-50.598,-45.593,-45.532,5.0,20.0,17.0,35.0,10.0
859,-27,-229,-49.011,-30.457,-41.077,6.0,19.0,18.0,33.0,10.0
1.073,-67,-281,-37.903,5.371,-20.264,5.0,19.0,18.0,33.0,10.0
1.161,-84,-315,-18.433,27.649,2.380,5.0,17.0,18.0,34.0,9.0
1.263,-115,-333,-4.028,26.489,17.517,6.0,20.0,19.0,34.0,10.0
1.204,-109,-292,-3.296,21.057,23.010,6.0,20.0,18.0,32.0,11.0
1.126,-95,-234,-8.362,8.667,25.818,5.0,19.0,19.0,33.0,9.0
1.093,-94,-165,-17.395,-8.301,19.897,6.0,19.0,18.0,34.0,11.0
1.069,-78,-147,-28.503,-23.926,14.587,6.0,19.0,17.0,31.0,10.0
991,-14,-164,-30.884,-23.926,15.259,5.0,18.0,17.0,30.0,10.0
936,37,-201,-26.428,-18.799,16.296,6.0,19.0,18.0,32.0,10.0
914,50,-215,-9.155,-6.104,17.944,6.0,18.0,19.0,35.0,10.0
924,32,-184,7.812,5.127,20.813,6.0,18.0,18.0,35.0,10.0
923,-29,-93,10.010,7.629,22.339,6.0,19.0,18.0,32.0,10.0
885,-69,-40,4.700,7.141,19.836,6.0,20.0,17.0,32.0,11.0
875,-64,-63,-12.024,5.066,9.888,5.0,19.0,19.0,32.0,10.0
898,-43,-153,-23.682,4.333,977,5.0,18.0,17.0,34.0,10.0
908,-38,-200,-23.010,9.216,-1.221,6.0,19.0,17.0,33.0,10.0
966,-49,-241,-18.494,12.451,-2.075,5.0,20.0,18.0,33.0,11.0
1.001,-69,-235,-11.902,12.695,-2.686,5.0,21.0,18.0,33.0,11.0
977,-58,-230,-14.954,10.315,-1.160,6.0,19.0,18.0,32.0,11.0
971,-54,-222,-20.386,12.817,3.662,6.0,19.0,18.0,31.0,10.0
992,-76,-209,-24.353,15.503,7.690,8.0,20.0,19.0,32.0,12.0
997,-92,-233,-33.691,16.846,13.550,6.0,19.0,18.0,32.0,10.0
969,-55,-279,-34.851,8.301,8.118,6.0,19.0,17.0,32.0,11.0
952,-35,-291,-26.978,793,1.465,6.0,19.0,19.0,32.0,10.0
920,-29,-283,-26.489,7.935,6.897,6.0,19.0,18.0,31.0,11.0
920,-50,-252,-28.748,14.526,10.986,6.0,19.0,17.0,33.0,11.0
910,-51,-275,-32.776,21.423,16.357,6.0,19.0,18.0,33.0,10.0
903,-52,-298,-30.273,23.254,15.442,6.0,18.0,18.0,35.0,10.0
929,-77,-275,-27.771,16.541,8.301,6.0,20.0,17.0,36.0,10.0
934,-99,-230,-30.334,9.399,3.784,6.0,19.0,18.0,34.0,10.0
908,-92,-234,-44.739,-3.296,-671,5.0,20.0,17.0,33.0,10.0
840,-43,-290,-59.937,-2.747,4.028,6.0,19.0,17.0,33.0,10.0
813,-31,-324,-57.312,10.193,7.446,5.0,19.0,19.0,31.0,11.0
803,-37,-362,-50.659,16.785,5.188,6.0,20.0,18.0,32.0,10.0
882,-82,-302,-36.621,21.118,-4.150,5.0,20.0,17.0,30.0,10.0
899,-129,-288,-41.077,9.583,-4.028,6.0,20.0,18.0,33.0,11.0
854,-119,-339,-57.556,6.775,2.014,6.0,19.0,18.0,32.0,10.0
895,-63,-407,-55.481,10.986,3.296,6.0,20.0,17.0,34.0,10.0
885,-64,-438,-48.523,8.484,2.563,6.0,20.0,18.0,33.0,11.0
879,-106,-395,-35.156,6.775,-6.653,6.0,18.0,18.0,33.0,10.0
936,-131,-333,-35.156,1.160,-15.381,6.0,19.0,18.0,33.0,11.0
938,-165,-302,-52.551,-10.193,-12.573,6.0,19.0,17.0,35.0,10.0
865,-134,-386,-61.157,-10.254,-9.827,6.0,19.0,18.0,33.0,10.0
802,-74,-487,-60.059,1.770,-8.057,6.0,19.0,18.0,32.0,11.0
812,-75,-492,-32.898,19.470,-12.390,6.0,19.0,18.0,32.0,10.0
864,-170,-456,-14.343,26.917,-14.526,6.0,19.0,18.0,32.0,10.0
910,-232,-471,-16.541,27.344,-10.864,6.0,19.0,18.0,32.0,10.0
922,-234,-532,-27.771,23.804,61,6.0,20.0,17.0,32.0,12.0
926,-218,-607,-27.527,11.047,-2.136,6.0,19.0,18.0,33.0,11.0
918,-194,-638,-15.625,-1.038,-9.460,6.0,20.0,17.0,34.0,10.0
908,-167,-645,-7.446,-2.197,-9.155,6.0,19.0,19.0,33.0,10.0
923,-181,-595,4.944,1.648,-1.282,6.0,19.0,16.0,32.0,10.0
933,-188,-537,11.230,3.235,5.798,6.0,19.0,19.0,32.0,10.0
937,-191,-501,17.700,-2.197,4.761,7.0,19.0,18.0,34.0,11.0
922,-179,-437,20.325,-6.226,2.686,6.0,19.0,18.0,33.0,11.0
904,-162,-384,23.376,-11.292,-366,6.0,19.0,17.0,33.0,11.0
901,-146,-348,22.217,-12.939,-610,6.0,20.0,17.0,32.0,11.0
895,-140,-336,18.494,-13.489,793,6.0,20.0,17.0,33.0,9.0
886,-140,-314,16.357,-13.000,1.465,6.0,19.0,18.0,33.0,10.0
878,-137,-298,13.550,-10.803,1.831,6.0,20.0,19.0,34.0,10.0
867,-142,-328,12.756,-7.263,2.075,6.0,20.0,17.0,35.0,10.0

1.644,-336,-442,-124.207,-50.476,-132.568,5.0,17.0,16.0,32.0,8.0
1.910,-175,-890,-77.087,40.344,-43.640,5.0,17.0,17.0,32.0,8.0
1.982,-162,-963,28.320,119.385,49.316,4.0,18.0,16.0,31.0,9.0
1.846,-217,-760,73.120,130.798,79.712,5.0,18.0,17.0,32.0,9.0
1.279,-215,-347,106.934,93.201,97.351,5.0,18.0,17.0,31.0,8.0
950,-190,-149,76.599,22.644,65.918,5.0,17.0,16.0,32.0,9.0
452,-126,119,16.968,-34.058,12.329,5.0,18.0,16.0,32.0,9.0
237,-64,136,-13.184,-50.110,-14.771,5.0,17.0,17.0,33.0,8.0
383,-30,-42,-55.115,-53.223,-57.617,5.0,17.0,18.0,29.0,8.0
825,-107,-271,-67.017,-28.198,-66.711,5.0,18.0,18.0,30.0,9.0
1.072,-161,-374,-57.617,793,-44.983,6.0,18.0,17.0,32.0,9.0
1.403,-200,-504,-28.687,17.029,-14.343,5.0,17.0,16.0,31.0,9.0
1.411,-152,-501,-11.353,21.057,1.099,5.0,18.0,17.0,30.0,10.0
1.225,-81,-416,14.404,27.527,27.039,5.0,18.0,17.0,31.0,8.0
1.136,-64,-360,25.452,26.794,35.706,5.0,18.0,17.0,31.0,9.0
1.011,-73,-262,23.193,12.634,27.588,5.0,18.0,16.0,32.0,9.0
972,-107,-214,17.517,3.540,21.179,5.0,19.0,16.0,33.0,9.0
995,-128,-173,1.892,-13.062,11.230,5.0,18.0,16.0,31.0,10.0
990,-129,-155,-11.780,-26.367,6.714,5.0,18.0,16.0,32.0,9.0
935,-105,-156,-19.531,-29.175,6.958,6.0,19.0,15.0,31.0,9.0
869,-78,-197,-21.912,-24.536,9.338,6.0,18.0,17.0,29.0,9.0
850,-62,-222,-24.170,-8.850,15.259,6.0,18.0,18.0,32.0,8.0
869,-87,-235,-22.156,-244,18.494,5.0,18.0,17.0,31.0,9.0
918,-134,-232,-26.306,-5.798,14.832,5.0,19.0,17.0,31.0,10.0
934,-138,-245,-29.602,-11.719,11.169,6.0,18.0,17.0,33.0,10.0
923,-122,-253,-34.973,-21.118,4.639,5.0,19.0,17.0,31.0,9.0
918,-110,-261,-39.490,-17.883,4.150,6.0,18.0,17.0,31.0,10.0
923,-87,-290,-42.114,-6.226,11.414,6.0,18.0,16.0,30.0,9.0
920,-74,-344,-40.527,732,14.587,5.0,18.0,17.0,32.0,9.0
929,-75,-359,-31.616,10.925,16.785,6.0,18.0,16.0,31.0,9.0
942,-86,-323,-24.231,14.038,12.634,5.0,18.0,16.0,31.0,10.0
967,-103,-283,-26.855,10.437,6.287,6.0,19.0,17.0,30.0,9.0
969,-128,-224,-39.368,-1.038,2.686,5.0,18.0,17.0,31.0,8.0
930,-111,-238,-44.434,-6.714,366,5.0,18.0,16.0,32.0,9.0
875,-60,-314,-45.898,-10.315,-977,6.0,18.0,17.0,31.0,10.0
852,-45,-350,-35.645,7.019,5.310,6.0,19.0,15.0,30.0,11.0
891,-66,-363,-27.649,19.775,8.667,5.0,18.0,17.0,30.0,11.0
1.007,-167,-281,-16.235,30.334,11.719,5.0,19.0,16.0,31.0,10.0
1.027,-213,-224,-26.917,10.620,8.545,6.0,18.0,16.0,32.0,9.0
990,-208,-241,-48.767,-15.991,2.747,6.0,18.0,16.0,32.0,10.0
893,-142,-352,-56.885,-22.095,-916,5.0,18.0,17.0,32.0,10.0
811,-22,-485,-55.908,-11.658,-3.113,6.0,19.0,16.0,28.0,9.0
867,0,-473,-26.978,20.142,4.761,6.0,18.0,16.0,33.0,9.0
922,-56,-414,366,41.260,14.038,5.0,18.0,17.0,32.0,10.0
1.043,-185,-247,-3.662,30.334,11.597,5.0,19.0,17.0,30.0,9.0
1.045,-215,-131,-14.526,12.451,6.165,5.0,19.0,17.0,30.0,9.0
902,-166,-164,-41.199,-24.841,-7.385,5.0,19.0,16.0,30.0,10.0
804,-64,-296,-60.608,-28.564,-11.902,6.0,18.0,17.0,32.0,10.0
786,-17,-358,-55.420,-854,-854,5.0,18.0,17.0,30.0,8.0
804,-9,-412,-44.006,17.151,6.958,6.0,19.0,17.0,30.0,10.0
893,-100,-338,-20.508,44.556,18.005,5.0,18.0,17.0,32.0,10.0
977,-196,-220,-15.991,43.701,18.616,5.0,18.0,16.0,31.0,10.0
965,-223,-191,-32.837,15.930,7.629,5.0,18.0,17.0,32.0,10.0
832,-183,-264,-50.781,-3.296,-8.667,6.0,18.0,15.0,33.0,10.0
691,-22,-436,-48.645,977,-11.414,5.0,17.0,17.0,30.0,10.0
676,-25,-513,-17.578,38.452,-305,6.0,17.0,17.0,32.0,10.0
753,-103,-479,7.141,81.665,20.264,6.0,18.0,16.0,30.0,11.0
939,-274,-366,-3.052,83.618,28.748,5.0,19.0,16.0,32.0,10.0
991,-318,-330,-15.930,67.444,24.597,5.0,19.0,16.0,32.0,10.0
909,-232,-379,-36.987,21.545,5.615,6.0,19.0,16.0,30.0,10.0
836,-197,-422,-42.358,-11.841,-12.878,5.0,19.0,16.0,32.0,11.0
737,-159,-560,-42.114,-6.042,-14.343,6.0,19.0,15.0,31.0,10.0
808,-149,-647,-38.208,6.653,-6.226,6.0,19.0,16.0,30.0,9.0
921,-190,-653,-21.667,25.818,7.446,6.0,19.0,17.0,33.0,9.0
967,-200,-650,-4.089,25.085,7.019,6.0,20.0,18.0,31.0,10.0
993,-206,-645,3.113,20.020,4.944,6.0,19.0,17.0,34.0,10.0
931,-181,-616,14.587,10.376,2.747,6.0,18.0,17.0,32.0,9.0
899,-166,-604,20.630,12.573,7.812,6.0,19.0,17.0,32.0,10.0
890,-145,-570,23.010,16.479,12.207,6.0,18.0,17.0,32.0,9.0
912,-152,-531,26.855,19.653,19.592,5.0,19.0,16.0,32.0,9.0

1.473,-479,295,42.603,-56.335,-171.570,6.0,17.0,18.0,34.0,10.0
1.861,-332,-248,-62.927,-75.867,-142.517,6.0,18.0,17.0,32.0,11.0
2.040,-255,-541,-78.308,-37.903,-70.068,6.0,18.0,16.0,32.0,12.0
2.222,-200,-855,-51.208,-12.878,-24.719,6.0,18.0,16.0,33.0,9.0
1.922,-143,-740,22.400,27.527,62.256,5.0,19.0,18.0,32.0,11.0
1.291,-131,-354,76.843,44.922,113.464,7.0,19.0,18.0,32.0,10.0
951,-152,-146,83.313,20.020,109.131,6.0,19.0,18.0,30.0,11.0
290,-58,65,66.467,-2.502,87.646,6.0,19.0,18.0,31.0,10.0
-183,162,-17,18.555,-41.077,23.804,6.0,18.0,17.0,31.0,10.0
-281,245,-113,-9.705,-52.246,-51.636,5.0,19.0,17.0,31.0,12.0
-106,186,-111,-17.578,-46.631,-118.896,6.0,19.0,18.0,30.0,9.0
